time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current,e_speed,e_angle,setSpeed,setAngle
1.338,0.0,0,0.0,0,0,0,0,0.0,0.0,1999.9999999999998,90.0
2.544,0.0,90.0,0.0,0,0,0,0,831.2747749062471,0.0,1999.9999999999998,90.0
2.547,0.0,90.0,0.0,0,0,0.3092897967459151,0,-15789.975325328598,6010.457527550638,1999.9999999999998,90.0
2.551,0.0,90.0,0.0,0,0,0.970876567322442,0,-27895.799795292507,4298.979516554441,1999.9999999999998,90.0
2.555,0.0,90.0,0.0,0,0,-24,5,-37577.746537959094,2336.071328725963,1999.9999999999998,90.0
2.56,0.17,90.0,0.0,0,0,-24,23,-41057.05034527541,749.6445643940929,1999.9999999999998,90.0
2.567,-1.75,90.0,0.0,0,-118,-24,417,-39707.53623746003,-894.927362499281,1999.9999999999998,90.0
2.571,-8.26,90.0,0.0,0,-257,-24,402,-30756.733209116395,-2109.5164967378146,1999.9999999999998,90.0
2.578,-23.2,90.0,0.0,0,-450,-24,378,-22033.53567395611,-2273.842808694034,1999.9999999999998,90.0
2.585,-37.26,90.0,0.0,0,-572,-16.919609862480083,364,-11822.996844857438,-2128.2906655712377,1999.9999999999998,90.0
2.597,-58.35,90.0,0.0,0,-709,-9.412361299271755,348,7101.245833481321,-1214.13408111315,1999.9999999999998,90.0
2.601,-119.35,90.0,0.0,0,-985,-1.7862960403768238,335,11753.729112960917,-311.5861580534067,1999.9999999999998,90.0
2.612,-164.17,90.0,0.0,0,-1070,10.133395784332755,130,11291.139789623867,198.39625275092652,1999.9999999999998,90.0
2.618,-202.5,90.0,0.0,0,-1028,10.734514257394844,62,7283.199404508557,587.7019709756262,1999.9999999999998,90.0
2.626,-252.42,90.0,0.0,0,-788,8.613771493020751,376,3365.7686813382006,514.4856973443168,1999.9999999999998,90.0
2.633,-277.73,90.0,0.0,0,-624,4.08610157240349,374,-1213.176652828624,238.04354938968567,1999.9999999999998,90.0
2.638,-303.92,90.0,0.0,0,-440,1.2199470651405702,290,-3417.8307559447953,-66.31486679415016,1999.9999999999998,90.0
2.642,-320.27,90.0,0.0,0,-365,-1.4742906189892606,160,-3861.1353675536025,-241.6341283255327,1999.9999999999998,90.0
2.65,-329.76,90.0,0.0,0,-337,-2.182965067623458,70,-3741.023334153344,-428.1451545441871,1999.9999999999998,90.0
2.654,-342.59,90.0,0.0,0,-323,-1.9332839841694636,0,-2947.3945332691674,-520.4435330785898,1999.9999999999998,90.0
2.661,-354.19,90.0,0.0,0,-333,-1.196735321350955,10,-2196.7851822934554,-542.8339192224374,1999.9999999999998,90.0
2.667,-362.81,90.0,0.0,0,-328,-0.2479215602722767,7,-1130.6339898081158,-541.972079657325,1999.9999999999998,90.0
2.671,-375.46,90.0,0.0,0,-330,0.4264117634831705,3,-340.1815043818739,-509.19837068938494,1999.9999999999998,90.0
2.674,-386.54,90.0,0.0,0,-319,1.2719679035457911,14,38.445245579381755,-480.535958360209,1999.9999999999998,90.0
2.684,-393.75,90.0,0.0,0,-308,1.7884368353087776,45,406.59281594456576,-441.65088243047796,1999.9999999999998,90.0
2.691,-403.94,90.0,0.0,0,-286,1.9912746518003908,64,631.62415894534,-395.23707369212224,1999.9999999999998,90.0
2.699,-416.25,90.0,0.0,0,-244,2.150641673868804,71,518.5092244262692,-367.5548137371018,1999.9999999999998,90.0
2.707,-427.5,90.0,0.0,0,-191,2.1702338726274712,69,215.18130134020615,-370.2055803543269,1999.9999999999998,90.0
2.715,-435.76,90.0,0.0,0,-147,1.9850775122573172,67,-66.23183070749059,-390.80498536009975,1999.9999999999998,90.0
2.724,-441.56,90.0,0.0,0,-113,1.7527773767341794,63,-320.2481937915586,-427.8228628788054,1999.9999999999998,90.0
2.727,-447.01,90.0,0.0,0,-68,1.5996000214329151,54,-317.2637559153397,-442.9686475586451,1999.9999999999998,90.0
2.731,-448.76,90.0,0.0,0,-54,1.5246498923013299,45,-297.16357175813755,-449.2920050173194,1999.9999999999998,90.0
2.74,-449.47,90.0,0.0,0,-45,1.5790744135682764,41,-244.31864009033194,-458.8612175640376,1999.9999999999998,90.0
2.743,-450.35,90.0,0.0,0,-30,1.6168021048494083,38,-135.00479452103895,-464.8861706167927,1999.9999999999998,90.0
2.747,-450.7,90.0,0.0,0,-18,1.6917449168853338,36,-72.83269827078348,-464.05050015927594,1999.9999999999998,90.0
2.753,-450.52,90.0,0.0,0,11,1.7994496146220704,36,-12.808116113167,-461.91527644283855,1999.9999999999998,90.0
2.761,-450.17,90.0,0.0,0,8,1.846058703434918,36,44.16560821911683,-458.423053710651,1999.9999999999998,90.0
2.765,-449.29,90.0,0.0,0,30,1.886492665871747,36,111.8226418670741,-451.90669603955405,1999.9999999999998,90.0
2.772,-447.18,90.0,0.0,0,52,1.9198351422254936,35,131.55868269696336,-447.57092276529255,1999.9999999999998,90.0
2.776,-445.42,90.0,0.0,0,62,1.9512875445529003,34,146.68594671654603,-441.5893901450844,1999.9999999999998,90.0
2.781,-441.90999999999997,90.0,0.0,0,81,1.9520947541682314,33,142.89488251276194,-439.27024723782506,1999.9999999999998,90.0
2.785,-439.8,90.0,0.0,0,93,1.9435782362366691,33,142.1036602824212,-436.1765138912885,1999.9999999999998,90.0
2.796,-437.15999999999997,90.0,0.0,0,104,1.9325911832376224,32,136.86836282578918,-432.3802705287344,1999.9999999999998,90.0
2.801,-432.77,90.0,0.0,0,116,1.9213296935586268,29,124.03717551624467,-428.2826646985142,1999.9999999999998,90.0
2.805,-426.26,90.0,0.0,0,137,1.904117084000114,27,118.97824008539646,-426.37243135563625,1999.9999999999998,90.0
