361.795,45.0,0,0.0,0,0,0.17992315196893127,0
361.799,45.0,0,0.0,0,0,0.17992315196893127,0
361.803,45.0,0,0.0,0,0,0.17992315196893127,0
361.807,45.0,0,0.0,0,0,0.17992315196893127,0
361.811,45.0,0,0.0,0,0,0.17992315196893127,0
361.815,45.0,0,0.0,0,0,0.17992315196893127,0
361.819,45.0,0,0.0,0,0,0.17992315196893127,0
361.824,45.0,0,0.0,0,0,0.17992315196893127,0
361.828,45.0,0,0.0,0,0,0.17992315196893127,0
361.832,45.0,0,0.0,0,0,0.17992315196893127,0
361.836,45.0,0,0.0,0,0,0.17992315196893127,0
361.84,45.0,0,0.0,0,0,0.17992315196893127,0
361.844,45.0,0,0.0,0,0,0.17992315196893127,0
361.848,45.0,0,0.0,0,0,0.17992315196893127,0
361.852,45.0,0,0.0,0,0,0.17992315196893127,0
361.856,45.0,0,0.0,0,0,0.17992315196893127,0
361.86,45.0,0,0.0,0,0,0.17992315196893127,0
361.864,45.0,0,0.0,0,0,0.17992315196893127,0
361.869,45.0,0,0.0,0,0,0.17992315196893127,0
361.873,45.0,0,0.0,0,0,0.17992315196893127,0
361.877,45.0,0,0.0,0,0,0.17992315196893127,0
361.881,45.0,0,0.0,0,0,0.17992315196893127,0
361.885,45.0,0,0.0,0,0,0.17992315196893127,0
361.889,45.0,0,0.0,0,0,0.17992315196893127,0
361.893,45.0,0,0.0,0,0,0.17992315196893127,0
361.897,45.0,0,0.0,0,0,0.17992315196893127,0
361.902,45.0,0,0.0,0,0,0.17992315196893127,0
361.905,45.0,0,0.0,0,0,0.17992315196893127,0
361.91,45.0,0,0.0,0,0,0.17992315196893127,0
361.914,45.0,0,0.0,0,0,0.17992315196893127,0
361.918,45.0,0,0.0,0,0,0.17992315196893127,0
361.922,45.0,0,0.0,0,0,0.17992315196893127,0
361.926,45.0,0,0.0,0,0,0.17992315196893127,0
361.93,45.0,0,0.0,0,0,0.17992315196893127,0
361.934,45.0,0,0.0,0,0,0.17992315196893127,0
361.938,45.0,0,0.0,0,0,0.17992315196893127,0
361.942,45.0,0,0.0,0,0,0.17992315196893127,0
