time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
1.871,0.0,0,0.0,0,0,0,0
3.159,0.0,0,0.0,0,0,1.8547830176043458,0
3.165,0.0,0,0.0,0,0,3.472343563214547,0
3.168,0.0,0,0.0,0,0,3.4799556072037796,0
3.173,0.52,0,0.0,0,0,3.4849816884954357,82
3.177,1.75,0,0.0,0,36,3.4862516504102783,80
3.182,3.33,0,0.0,0,71,3.6067886158776417,77
3.186,5.62,0,0.0,0,95,3.7213964098187726,75
3.194,8.43,0,0.0,0,123,3.793652448542332,75
3.203,12.12,0,0.0,0,141,3.878646739418499,75
3.211,22.32,0,0.0,0,195,3.923887478527267,72
3.223,34.98,0,0.0,0,246,4.046467445970707,68
3.237,55.54,0,0.0,0,307,4.135821416179141,63
3.244,76.46,0,0.0,0,353,4.198026026173177,60
3.253,97.91,0,0.0,0,392,4.201765102611628,58
3.27,118.47,0,0.0,0,429,4.159479765345244,55
3.284,164.17,0,0.0,0,487,4.119125854093243,48
3.295,199.86,0,0.0,0,524,3.9525094092959074,43
3.301,242.05,0,0.0,0,562,3.7887094171899944,38
3.312,271.75,0,0.0,0,580,3.5881372811095336,33
3.323,291.97,0,0.0,0,590,3.357662628427396,26
3.333,339.96,0,0.0,0,607,3.1938286393305195,17
3.342,370.01,0,0.0,0,613,2.8220049761388633,13
3.351,410.27,0,0.0,0,620,2.5391342474764844,9
3.359,447.01,0,0.0,0,621,2.206777111682293,2
3.367,477.24,0,0.0,0,621,1.815325902041693,4
3.374,515.03,0,0.0,0,612,1.5166920450013937,11
3.378,542.81,0,0.0,0,600,1.1522172420097143,18
3.382,557.5699999999999,0,0.0,0,590,0.8584518713445077,21
3.386,572.16,0,0.0,0,585,0.6620467993839125,24
3.393,587.98,0,0.0,0,576,0.48261005042090943,27
3.404,601.17,0,0.0,0,563,0.20297358124536258,30
3.411,632.98,0,0.0,0,545,-0.07511358766434695,32
3.421,663.5699999999999,0,0.0,0,517,-0.5267836058595514,35
3.434,692.05,0,0.0,0,475,-0.9956868526162821,57
3.442,718.06,0,0.0,0,430,-1.541264412259983,63
3.449,741.44,0,0.0,0,380,-2.031330997168646,69
3.458,757.79,0,0.0,0,336,-2.5446759922544793,76
3.464,773.96,0,0.0,0,280,-2.97184293007052,82
3.468,786.26,0,0.0,0,229,-3.3815171604719767,88
3.473,793.12,0,0.0,0,189,-3.7276102085797875,105
3.476,796.46,0,0.0,0,164,-4.018887323032044,105
3.481,800.85,0,0.0,0,125,-4.191869717777433,111
3.492,802.96,0,0.0,0,101,-4.44216046393241,116
3.502,805.42,0,0.0,0,57,-4.836257869249739,114
3.51,804.9,0,0.0,0,-34,-5.239213571554551,109
3.518,798.39,0,0.0,0,-133,-5.677311275187514,111
3.529,791.36,0,0.0,0,-194,-6.120472104948099,129
3.536,780.29,0,0.0,0,-262,-6.489861654169512,121
3.544,763.76,0,0.0,0,-348,-6.831094827128872,121
3.551,744.25,0,0.0,0,-422,-7.1917859600084455,123
3.563,720.0,0,0.0,0,-498,-7.426397792475007,124
3.567,696.79,0,0.0,0,-566,-7.7243993929230435,126
3.571,661.46,0,0.0,0,-653,-7.849549180601934,122
3.577,647.75,0,0.0,0,-683,-7.986015587226957,128
3.584,627.89,0,0.0,0,-727,-8.110314078596343,125
3.593,593.4300000000001,0,0.0,0,-792,-8.219283609329189,122
3.602,563.02,0,0.0,0,-842,-8.337573553673757,119
3.612,514.86,0,0.0,0,-921,-8.439564263612382,113
3.623,455.62,0,0.0,0,-1000,-8.489423922478895,107
3.638,399.19,0,0.0,0,-1063,-8.491898669209059,101
3.649,317.28,0,0.0,0,-1150,-8.448125556986266,93
