time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
1.908,0.0,0,0.0,0,0,0,0
3.22,0.0,0,0.0,0,0,14.441578406944792,0
3.231,0.0,0,0.0,0,0,13.496936907469777,0
3.239,0.0,0,0.0,0,0,13.461371408928237,0
3.247,11.25,0,0.0,0,220,13.436229092671718,342
3.258,28.3,0,0.0,0,434,13.400094782663295,317
3.266,68.73,0,0.0,0,697,13.36716938231504,284
3.271,96.15,0,0.0,0,809,13.341186387189158,271
3.28,134.47,0,0.0,0,952,13.319021138551783,252
3.288,171.73,0,0.0,0,1060,13.28543206708266,239
3.301,233.96,0,0.0,0,1209,13.24016208435892,220
3.311,328.35,0,0.0,0,1385,13.194448230880951,199
3.321,439.8,0,0.0,0,1557,13.163652208002905,187
3.328,520.48,0,0.0,0,1659,13.124864863212618,175
3.337,609.96,0,0.0,0,1756,13.101437541015944,150
3.354,677.1,0,0.0,0,1815,13.02669298561746,142
3.363,883.12,0,0.0,0,1992,12.994728292662028,121
3.37,996.15,0,0.0,0,2058,12.95850999671347,111
3.377,1094.76,0,0.0,0,2119,12.934217366630032,102
3.387,1174.39,0,0.0,0,2165,12.905720957249233,97
3.397,1281.97,0,0.0,0,2215,12.864720950399622,90
3.405,1440.7,0,0.0,0,2281,12.819200673310263,82
3.409,1552.32,0,0.0,0,2330,12.79006874066459,74
3.416,1649.35,0,0.0,0,2366,12.773364568257882,68
3.424,1702.26,0,0.0,0,2380,12.748175440201729,65
3.435,1807.73,0,0.0,0,2414,12.705918355398518,62
3.442,1953.63,0,0.0,0,2452,12.654805890596794,55
3.453,2115.87,0,0.0,0,2492,12.63337961177623,50
3.463,2208.69,0,0.0,0,2514,12.581620961633908,45
3.473,2388.33,0,0.0,0,2555,12.538130091886181,42
3.479,2529.49,0,0.0,0,2572,12.494334570471144,40
3.488,2691.56,0,0.0,0,2621,12.463528519424056,38
3.495,2787.5299999999997,0,0.0,0,2618,12.432525133030014,36
3.499,2915.33,0,0.0,0,2639,12.401401198105491,33
3.503,3010.25,0,0.0,0,2655,12.38353555832104,32
3.511,3077.4,0,0.0,0,2663,12.365608855986618,31
3.517,3144.55,0,0.0,0,2670,12.329668187920252,29
3.527,3276.73,0,0.0,0,2680,12.30258355375367,26
3.533,3393.28,0,0.0,0,2690,12.257182058365348,26
3.541,3524.94,0,0.0,0,2707,12.22521897146698,23
3.552,3666.97,0,0.0,0,2723,12.183940301809955,19
3.558,3807.94,0,0.0,0,2726,12.142416666403737,18
3.567,3947.87,0,0.0,0,2736,12.114608924231687,16
3.576,4057.73,0,0.0,0,2752,12.072706505640422,15
3.586,4187.63,0,0.0,0,2755,12.030579016137438,12
3.596,4365.0,0,0.0,0,2762,11.978762618405675,10
3.603,4516.69,0,0.0,0,2762,11.936138432097831,10
3.611,4675.6,0,0.0,0,2770,11.898052590672616,8
3.621,4799.0,0,0.0,0,2780,11.859783963504377,7
3.626,4944.9,0,0.0,0,2776,11.81174525002631,5
3.63,5100.46,0,0.0,0,2780,11.792429178102239,2
3.635,5163.92,0,0.0,0,2780,11.773094909519632,3
3.639,5228.08,0,0.0,0,2773,11.75371850348599,3
3.643,5292.94,0,0.0,0,2768,11.734272330978712,1
3.647,5363.43,0,0.0,0,2773,11.714808679085698,1
3.657,5434.98,0,0.0,0,2770,11.68063424075657,0
3.665,5556.62,0,0.0,0,2775,11.641436913509287,1
3.672,5694.08,0,0.0,0,2765,11.602053823097402,0
3.68,5812.73,0,0.0,0,2767,11.562519303704521,2
3.69,5961.44,0,0.0,0,2762,11.517871027427969,1
3.698,6092.22,0,0.0,0,2768,11.472970925618817,2
3.706,6247.61,0,0.0,0,2758,11.437975465757113,3
3.713,6368.9,0,0.0,0,2749,11.397783512366082,5
3.722,6490.37,0,0.0,0,2752,11.352391160132202,3
3.729,6643.3,0,0.0,0,2739,11.311881258983224,4
3.733,6791.48,0,0.0,0,2739,11.286498771802439,5
3.737,6854.06,0,0.0,0,2736,11.261051869880072,6
3.741,6928.59,0,0.0,0,2739,11.240635058929033,7
3.748,6995.39,0,0.0,0,2733,11.220210548801003,7
3.756,7060.78,0,0.0,0,2723,11.18946842911031,9
3.763,7184.7,0,0.0,0,2725,11.14322258853366,6
3.776,7319.7,0,0.0,0,2714,11.101943684957956,6
3.784,7481.25,0,0.0,0,2707,11.034526744121475,6
3.793,7659.31,0,0.0,0,2704,10.99818453050679,7
3.799,7767.94,0,0.0,0,2689,10.951181554836982,8
3.813,7919.82,0,0.0,0,2689,10.904056040935817,9
3.819,8076.26,0,0.0,0,2680,10.846164327462027,9
3.828,8252.05,0,0.0,0,2670,10.819818411120263,9
3.836,8317.79,0,0.0,0,2667,10.761579892621022,11
3.845,8499.55,0,0.0,0,2649,10.719055123443578,10
3.853,8618.73,0,0.0,0,2636,10.681796361967642,11
3.864,8734.04,0,0.0,0,2636,10.617621719356626,11
3.872,8950.07,0,0.0,0,2621,10.574696261093298,10
3.884,9042.01,0,0.0,0,2623,10.520891400387594,13
3.895,9202.5,0,0.0,0,2608,10.461463993647087,11
3.905,9370.19,0,0.0,0,2596,10.396394919099007,11
3.913,9570.23,0,0.0,0,2574,10.347418455804316,12
3.917,9688.71,0,0.0,0,2568,10.309210081106091,12
3.928,9798.92,0,0.0,0,2568,10.276434845433055,13
3.936,9885.58,0,0.0,0,2551,10.227120166663095,12
3.944,10030.78,0,0.0,0,2546,10.188684113713775,13
3.956,10154.0,0,0.0,0,2532,10.12809243049943,14
3.969,10330.31,0,0.0,0,2520,10.061753708261902,13
3.976,10509.43,0,0.0,0,2510,9.994848257046005,14
3.985,10665.0,0,0.0,0,2493,9.955908440162219,14
3.992,10787.87,0,0.0,0,2484,9.905838090956724,13
4.004,10905.99,0,0.0,0,2481,9.855541260991611,13
4.011,11063.67,0,0.0,0,2461,9.810765609641873,13
4.019,11164.04,0,0.0,0,2456,9.765427520394471,14
4.026,11268.45,0,0.0,0,2451,9.720495828743301,14
4.033,11395.01,0,0.0,0,2438,9.67537581187203,16
4.041,11513.67,0,0.0,0,2424,9.641585844460081,15
4.048,11608.06,0,0.0,0,2422,9.596414909179115,15
4.056,11708.61,0,0.0,0,2411,9.545372240744525,14
4.06,11841.5,0,0.0,0,2396,9.51139354528528,15
4.071,11931.32,0,0.0,0,2394,9.48308792680145,16
4.078,12013.24,0,0.0,0,2383,9.426096813495793,15
4.088,12149.82,0,0.0,0,2367,9.386303230763026,15
4.096,12245.09,0,0.0,0,2362,9.33498268774035,14
4.101,12381.5,0,0.0,0,2348,9.283540579778629,16
