time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
1.875,0.0,0,0.0,0,0,0,0
3.19,0.0,0,0.0,0,0,7.204719152232592,0
3.197,0.0,0,0.0,0,0,7.204719152232592,0
3.2,0.0,0,0.0,0,0,7.204719152232592,0
3.204,1.05,0,0.0,0,32,7.204719152232592,185
3.208,3.16,0,0.0,0,102,7.114911490241972,179
3.212,6.32,0,0.0,0,156,6.9184572296374895,173
3.216,11.42,0,0.0,0,211,6.766906800028318,165
3.221,17.57,0,0.0,0,259,6.612549880981939,153
3.226,24.08,0,0.0,0,297,6.477838387996009,144
3.233,32.34,0,0.0,0,344,6.371191789382148,135
3.244,48.51,0,0.0,0,410,6.239286785833425,122
3.264,69.6,0,0.0,0,475,6.05405848297777,112
3.277,123.75,0,0.0,0,596,5.871636669559322,94
3.283,179.12,0,0.0,0,681,5.53205144765729,79
3.293,226.75,0,0.0,0,734,5.293499845494705,66
3.303,262.61,0,0.0,0,766,5.14475590532274,53
3.31,310.78,0,0.0,0,801,5.05494824333212,43
3.315,358.41,0,0.0,0,825,4.956721113029879,36
3.325,379.68,0,0.0,0,833,4.889365366536914,32
3.333,418.71,0,0.0,0,850,4.866913451039259,27
3.346,455.8,0,0.0,0,862,4.819203130606742,24
3.356,519.4300000000001,0,0.0,0,880,4.785525257360259,22
3.36,582.1800000000001,0,0.0,0,894,4.735008447490536,20
3.371,617.1600000000001,0,0.0,0,902,4.69571759536964,19
3.377,638.78,0,0.0,0,906,4.673265679871983,18
3.384,709.27,0,0.0,0,922,4.662039722123156,16
3.393,739.86,0,0.0,0,928,4.617135891127846,15
3.401,781.87,0,0.0,0,936,4.600296954504605,15
3.412,846.21,0,0.0,0,947,4.5778450390069505,13
3.423,884.35,0,0.0,0,954,4.546973655197674,12
3.43,945.17,0,0.0,0,962,4.527328229137226,11
3.44,1005.64,0,0.0,0,965,4.504876313639571,10
3.45,1047.65,0,0.0,0,972,4.49645684532795,9
3.46,1107.77,0,0.0,0,978,4.476811419267502,8
3.472,1171.93,0,0.0,0,983,4.459972482644261,7
3.48,1236.97,0,0.0,0,987,4.445940035458227,7
3.487,1294.45,0,0.0,0,990,4.434714077709399,6
3.497,1332.07,0,0.0,0,988,4.426294609397779,5
3.506,1375.83,0,0.0,0,992,4.4319075882721926,5
3.516,1438.94,0,0.0,0,995,4.420681630523365,4
3.525,1503.45,0,0.0,0,997,4.412262162211745,3
3.534,1556.89,0,0.0,0,1000,4.40664918333733,4
3.544,1603.65,0,0.0,0,997,4.39822971502571,3
3.548,1681.34,0,0.0,0,999,4.40664918333733,3
3.552,1713.16,0,0.0,0,1000,4.401036204462917,2
3.559,1739.17,0,0.0,0,1001,4.39822971502571,3
3.568,1763.6100000000001,0,0.0,0,1002,4.395423225588503,2
3.573,1810.37,0,0.0,0,999,4.392616736151297,3
3.582,1864.51,0,0.0,0,1003,4.401036204462917,1
3.595,1891.58,0,0.0,0,1007,4.38981024671409,2
3.603,1967.34,0,0.0,0,1006,4.3785842889652615,3
3.611,2028.16,0,0.0,0,1005,4.381390778402468,1
3.62,2074.57,0,0.0,0,1005,4.384197267839675,2
3.627,2126.42,0,0.0,0,1006,4.384197267839675,2
3.634,2178.1,0,0.0,0,1006,4.381390778402468,2
3.638,2231.54,0,0.0,0,1005,4.381390778402468,1
3.646,2258.08,0,0.0,0,1007,4.384197267839675,2
