time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
1.854,0.0,0,0.0,0,0,0,0
3.149,0.0,0,0.0,0,0,0.45396013844372507,0
3.153,0.0,0,0.0,0,0,-24,0
3.157,0.0,0,0.0,0,0,24,0
3.161,-1.05,0,0.0,0,-78,24,420
3.167,-1.4,0,0.0,0,25,24,420
3.175,0.35000000000000003,0,0.0,0,102,24,411
3.182,9.84,0,0.0,0,327,24,387
3.194,31.46,0,0.0,0,549,24,383
3.205,56.6,0,0.0,0,704,24,341
3.21,139.21,0,0.0,0,1055,24,299
3.216,188.78,0,0.0,0,1214,24,280
3.223,218.84,0,0.0,0,1287,24,270
3.234,277.2,0,0.0,0,1423,24,253
3.245,348.22,0,0.0,0,1561,24,237
3.253,477.24,0,0.0,0,1767,24,210
3.263,580.6,0,0.0,0,1907,24,195
3.271,691.3399999999999,0,0.0,0,2027,24,182
3.281,816.67,0,0.0,0,2156,24,165
3.292,895.42,0,0.0,0,2219,24,157
3.299,1089.49,0,0.0,0,2378,24,141
3.308,1195.83,0,0.0,0,2442,24,130
3.318,1287.24,0,0.0,0,2501,24,124
3.326,1440.52,0,0.0,0,2584,24,115
3.338,1593.28,0,0.0,0,2657,24,108
3.346,1764.1399999999999,0,0.0,0,2733,24,96
3.355,1929.55,0,0.0,0,2800,24,88
3.363,2086.87,0,0.0,0,2849,24,80
3.371,2195.33,0,0.0,0,2891,24,78
3.381,2331.91,0,0.0,0,2926,24,75
3.385,2537.4,0,0.0,0,2985,24,66
3.39,2657.46,0,0.0,0,3010,24,62
3.394,2730.23,0,0.0,0,3032,24,61
3.403,2804.76,0,0.0,0,3041,24,58
3.412,2880.87,0,0.0,0,3069,24,57
3.421,3078.8,0,0.0,0,3100,24,51
3.433,3227.34,0,0.0,0,3145,24,50
3.439,3393.45,0,0.0,0,3162,24,46
3.449,3663.8,0,0.0,0,3206,24,44
3.456,3777.01,0,0.0,0,3210,24,43
3.464,3954.7200000000003,0,0.0,0,3243,24,41
3.476,4082.51,0,0.0,0,3262,24,39
3.48,4340.74,0,0.0,0,3301,24,38
3.484,4449.9,0,0.0,0,3308,24,35
3.488,4531.99,0,0.0,0,3324,24,35
3.496,4617.07,0,0.0,0,3329,24,33
3.505,4697.4,0,0.0,0,3343,24,34
3.515,4888.65,0,0.0,0,3350,24,32
3.525,5068.82,0,0.0,0,3386,24,29
3.529,5297.51,0,0.0,0,3399,24,27
3.533,5455.89,0,0.0,0,3416,24,26
3.542,5528.32,0,0.0,0,3416,24,23
3.55,5608.3,0,0.0,0,3414,24,24
3.56,5811.67,0,0.0,0,3456,24,23
3.569,5971.99,0,0.0,0,3454,24,22
3.574,6187.5,0,0.0,0,3467,24,20
3.578,6382.61,0,0.0,0,3474,24,17
3.582,6458.2,0,0.0,0,3487,24,17
3.587,6546.26,0,0.0,0,3479,24,18
3.597,6621.15,0,0.0,0,3492,24,17
3.606,6781.81,0,0.0,0,3495,24,15
