time,motor_angle,voltage
9.424,81280.01,0.0
9.433,81286.87,0.0
9.442,81293.9,0.0
9.449,81301.1,0.0
9.456,81308.84,0.0
9.463,81314.46,0.0
9.471,81318.68,0.0
9.476,81322.73,0.0
9.487,81327.65,0.0
9.493,81332.04,0.0
9.501,81336.44,0.0
9.509,81341.01,0.0
9.513,81344.17,0.0
9.52,81346.28,0.0
9.529,81347.87,0.0
9.535,81350.85,0.0
9.547,81354.02,0.0
9.554,81357.18,0.0
9.558,81360.17,0.0
9.562,81361.05,0.0
9.568,81362.1,0.0
9.577,81362.98,0.0
9.583,81364.92,0.0
9.592,81366.32,0.0
9.6,81367.38,0.0
9.607,81368.78,0.0
9.612,81370.19,0.0
9.622,81371.07,0.0
9.628,81371.78,0.0
9.634,81372.82,0.0
9.644,81373.35,0.0
9.652,81374.06,0.0
9.656,81374.76,0.0
9.663,81375.29,0.0
9.672,81375.46,0.0
9.677,81376.0,0.0
9.687,81376.34,0.0
9.697,81376.52,0.0
9.703,81376.87,0.0
9.711,81377.04,0.0
9.72,81377.22,0.0
9.732,81377.22,0.0
9.738,81377.22,0.0
9.742,81377.22,0.0
9.746,81377.22,0.0
9.75,81377.22,0.0
9.758,81377.22,0.0
9.764,81377.22,0.0
9.772,81377.22,0.0
9.78,81377.22,0.0
9.79,81377.22,0.0
9.799,81377.22,0.0
9.806,81377.22,0.0
9.813,81377.22,0.0
9.823,81377.22,0.0
9.833,81377.22,0.0
9.84,81377.22,0.0
9.844,81377.22,0.0
9.848,81377.22,0.0
9.855,81377.22,0.0
9.864,81377.22,0.0
9.87,81377.22,0.0
9.882,81377.22,0.0
9.89,81377.22,0.0
9.9,81377.22,0.0
9.913,81377.22,0.0
9.92,81377.22,0.0
9.932,81377.22,0.0
9.94,81377.22,0.0
9.95,81377.22,0.0
9.957,81377.22,0.0
9.966,81377.22,0.0
9.978,81377.22,0.0
9.984,81377.22,0.0
9.995,81377.22,0.0
10.003,81377.22,0.0
10.013,81377.22,0.0
10.026,81377.22,0.0
10.036,81377.22,0.0
10.042,81377.22,0.0
10.05,81377.22,0.0
10.06,81377.22,0.0
10.067,81377.22,0.0
10.076,81377.22,0.0
10.083,81377.22,0.0
10.091,81377.22,0.0
10.099,81377.22,0.0
10.103,81377.22,0.0
10.107,81377.22,0.0
10.114,81377.22,0.0
10.119,81377.22,0.0
10.123,81377.22,0.0
10.127,81377.22,0.0
10.135,81377.22,0.0
10.145,81377.22,0.0
10.153,81377.22,0.0
10.163,81377.22,0.0
10.173,81377.22,0.0
10.182,81377.22,0.0
10.189,81377.22,0.0
10.201,81377.22,0.0
10.205,81377.22,0.0
10.213,81377.22,0.0
10.219,81377.22,0.0
10.231,81377.22,0.0
10.238,81377.22,0.0
10.247,81377.22,0.0
10.254,81377.22,0.0
10.262,81377.22,0.0
10.266,81377.22,0.0
10.27,81377.22,0.0
10.274,81377.22,0.0
10.285,81377.22,0.0
10.292,81377.22,0.0
10.3,81377.22,0.0
10.308,81377.22,0.0
10.315,81377.22,0.0
10.319,81377.22,0.0
10.326,81377.22,0.0
10.334,81377.22,0.0
10.34,81377.22,0.0
10.351,81377.22,0.0
10.356,81377.22,0.0
10.365,81377.22,0.0
10.375,81377.22,0.0
10.382,81377.22,0.0
10.391,81377.22,0.0
10.403,81377.22,0.0
10.41,81377.22,0.0
10.413,81377.22,0.0
10.421,81377.22,0.0
10.429,81377.22,0.0
10.435,81377.22,0.0
10.443,81377.22,0.0
10.453,81377.22,0.0
10.459,81377.22,0.0
10.463,81377.22,0.0
10.469,81377.22,0.0
10.476,81377.22,0.0
10.485,81377.22,0.0
10.496,81377.22,0.0
10.501,81377.22,0.0
10.508,81377.22,0.0
10.515,81377.22,0.0
10.523,81377.22,0.0
10.53,81377.22,0.0
10.541,81377.22,0.0
10.551,81377.22,0.0
10.557,81377.22,0.0
10.564,81377.22,0.0
10.571,81377.22,0.0
10.578,81377.22,0.0
10.588,81377.22,0.0
10.598,81377.22,0.0
10.602,81377.22,0.0
10.606,81377.22,0.0
10.614,81377.22,0.0
10.62,81377.22,0.0
10.628,81377.22,0.0
10.635,81377.22,0.0
10.646,81377.22,0.0
10.654,81377.22,0.0
10.663,81377.22,0.0
10.669,81377.22,0.0
10.678,81377.22,0.0
10.689,81377.22,0.0
10.696,81377.22,0.0
10.7,81377.22,0.0
10.706,81377.22,0.0
10.713,81377.22,0.0
10.721,81377.22,0.0
10.725,81377.22,0.0
10.734,81377.22,0.0
10.742,81377.22,0.0
10.749,81377.22,0.0
10.755,81377.22,0.0
10.765,81377.22,0.0
10.772,81377.22,0.0
10.779,81377.22,0.0
10.788,81377.22,0.0
10.796,81377.22,0.0
10.804,81377.22,0.0
10.811,81377.22,0.0
10.821,81377.22,0.0
10.829,81377.22,0.0
10.835,81377.22,0.0
10.839,81377.22,0.0
10.844,81377.22,0.0
10.848,81377.22,0.0
10.859,81377.22,0.0
10.866,81377.22,0.0
10.877,81377.22,0.0
10.886,81377.22,0.0
10.894,81377.22,0.0
10.902,81377.22,0.0
10.913,81377.22,0.0
10.919,81377.22,0.0
10.926,81377.22,0.0
10.93,81377.22,0.0
10.934,81377.22,0.0
10.938,81377.22,0.0
10.942,81377.22,0.0
10.949,81377.22,0.0
10.956,81377.22,0.0
10.965,81377.22,0.0
10.973,81377.22,0.0
10.983,81377.22,0.0
10.994,81377.22,0.0
11.002,81377.22,0.0
11.009,81377.22,0.0
11.017,81377.22,0.0
11.024,81377.22,0.0
11.028,81377.22,0.0
11.032,81377.22,0.0
11.036,81377.22,0.0
11.043,81377.22,0.0
11.049,81377.22,0.0
11.057,81377.22,0.0
11.065,81377.22,0.0
11.079,81377.22,0.0
11.088,81377.22,0.0
11.095,81377.22,0.0
11.105,81377.22,0.0
11.115,81377.22,0.0
11.122,81377.22,0.0
11.126,81377.22,0.0
11.13,81377.22,0.0
11.138,81377.22,0.0
11.145,81377.22,0.0
11.153,81377.22,0.0
11.159,81377.22,0.0
11.165,81377.22,0.0
11.176,81377.22,0.0
11.185,81377.22,0.0
11.194,81377.22,0.0
11.203,81377.22,0.0
11.213,81377.22,0.0
11.22,81377.22,0.0
11.226,81377.22,0.0
11.235,81377.22,0.0
11.243,81377.22,0.0
11.254,81377.22,0.0
11.262,81377.22,0.0
11.276,81377.22,0.0
11.289,81377.22,0.0
11.299,81377.22,0.0
11.306,81377.22,0.0
11.316,81377.22,0.0
11.324,81377.22,0.0
11.333,81377.22,0.0
11.345,81377.22,0.0
11.352,81377.22,0.0
11.356,81377.22,0.0
11.363,81377.22,0.0
11.369,81377.22,0.0
11.377,81377.22,0.0
11.387,81377.22,0.0
11.394,81377.22,0.0
11.401,81377.22,0.0
11.412,81377.22,0.0
11.419,81377.22,0.0
11.428,81377.22,0.0
11.438,81377.22,0.0
11.442,81377.22,0.0
11.446,81377.22,0.0
11.45,81377.22,0.0
11.457,81377.22,0.0
11.465,81377.22,0.0
11.471,81377.22,0.0
11.479,81377.22,0.0
11.489,81377.22,0.0
11.495,81377.22,0.0
11.499,81377.22,0.0
11.504,81377.22,0.0
11.511,81377.22,0.0
11.517,81377.22,0.0
11.526,81377.22,0.0
11.534,81377.22,0.0
11.546,81377.22,0.0
11.554,81377.22,0.0
11.561,81377.22,0.0
11.57,81377.22,0.0
11.577,81377.22,0.0
11.585,81377.22,0.0
11.589,81377.22,0.0
11.593,81377.22,0.0
11.601,81377.22,0.0
11.608,81377.22,0.0
11.615,81377.22,0.0
11.625,81377.22,0.0
11.632,81377.22,0.0
11.64,81377.22,0.0
11.646,81377.22,0.0
11.656,81377.22,0.0
11.663,81377.22,0.0
11.673,81377.22,0.0
11.679,81377.22,0.0
11.683,81377.22,0.0
11.687,81377.22,0.0
11.694,81377.22,0.0
11.701,81377.22,0.0
11.71,81377.22,0.0
11.723,81377.22,0.0
11.734,81377.22,0.0
11.741,81377.22,0.0
11.75,81377.22,0.0
11.758,81377.22,0.0
11.769,81377.22,0.0
11.773,81377.22,0.0
11.777,81377.22,0.0
11.782,81377.22,0.0
11.789,81377.22,0.0
11.795,81377.22,0.0
11.804,81377.22,0.0
11.812,81377.22,0.0
11.819,81377.22,0.0
11.828,81377.22,0.0
11.837,81377.22,0.0
11.844,81377.22,0.0
11.853,81377.22,0.0
11.863,81377.22,0.0
11.875,81377.22,0.0
11.883,81377.22,0.0
11.889,81377.22,0.0
11.899,81377.22,0.0
11.909,81377.22,0.0
11.917,81377.22,0.0
11.921,81377.22,0.0
11.925,81377.22,0.0
11.934,81377.22,0.0
11.941,81377.22,0.0
11.95,81377.22,0.0
11.962,81377.22,0.0
11.972,81377.22,0.0
11.98,81377.22,0.0
11.989,81377.22,0.0
11.995,81377.22,0.0
12.007,81377.22,0.0
12.013,81377.22,0.0
12.021,81377.22,0.0
12.029,81377.22,0.0
12.037,81377.22,0.0
12.045,81377.22,0.0
12.052,81377.22,0.0
12.056,81377.22,0.0
12.06,81377.22,0.0
12.064,81377.22,0.0
12.068,81377.22,0.0
12.078,81377.22,0.0
12.085,81377.22,0.0
12.096,81377.22,0.0
12.109,81377.22,0.0
12.114,81377.22,0.0
12.119,81377.22,0.0
12.127,81377.22,0.0
12.136,81377.22,0.0
12.145,81377.22,0.0
12.159,81377.22,0.0
12.169,81377.22,0.0
12.183,81377.22,0.0
12.193,81377.22,0.0
12.205,81377.22,0.0
12.213,81377.22,0.0
12.222,81377.22,0.0
12.23,81377.22,0.0
12.238,81377.22,0.0
12.246,81377.22,0.0
12.25,81377.22,0.0
12.257,81377.22,0.0
12.265,81377.22,0.0
12.271,81377.22,0.0
12.28,81377.22,0.0
12.287,81377.22,0.0
12.295,81377.22,0.0
12.305,81377.22,0.0
12.313,81377.22,0.0
12.321,81377.22,0.0
12.328,81377.22,0.0
12.336,81377.22,0.0
12.344,81377.22,0.0
12.351,81377.22,0.0
12.36,81377.22,0.0
12.365,81377.22,0.0
12.373,81377.22,0.0
12.381,81377.22,0.0
12.391,81377.22,0.0
12.399,81377.22,0.0
12.407,81377.22,0.0
12.418,81377.22,12.0
12.428,81377.22,12.0
12.436,81390.76,12.0
12.443,81408.51,12.0
12.452,81435.23,12.0
12.461,81459.49,12.0
12.472,81500.62,12.0
12.479,81568.29,12.0
12.485,81633.51,12.0
12.494,81666.73,12.0
12.5,81722.64,12.0
12.508,81794.17,12.0
12.516,81840.76,12.0
12.523,81919.68,12.0
12.528,82015.14,12.0
12.536,82063.29,12.0
12.545,82108.65,12.0
12.555,82196.01,12.0
12.561,82315.71,12.0
12.568,82411.87,12.0
12.58,82487.1,12.0
12.587,82609.28,12.0
12.595,82714.04,12.0
12.602,82804.92,12.0
12.613,82909.33,12.0
12.618,83047.67,12.0
12.627,83163.51,12.0
12.639,83227.14,12.0
12.647,83398.71,12.0
12.658,83511.56,12.0
12.668,83627.4,12.0
12.679,83828.67,12.0
12.689,83941.34,12.0
12.7,84109.92,12.0
12.71,84262.32,12.0
12.719,84444.07,12.0
12.726,84572.57,12.0
12.734,84693.68,12.0
12.745,84825.7,12.0
12.75,84932.4,12.0
12.754,85093.24,12.0
12.761,85162.14,12.0
12.765,85253.03,12.0
12.772,85344.6,12.0
12.779,85412.81,12.0
12.788,85525.48,12.0
12.797,85657.67,12.0
12.808,85767.89,12.0
12.816,85971.96,12.0
12.825,86085.87,12.0
12.834,86236.7,12.0
12.845,86394.54,12.0
12.851,86564.53,12.0
12.855,86732.92,12.0
12.859,86805.35,12.0
12.867,86862.48,12.0
12.878,86953.53,12.0
12.888,87105.06,12.0
12.894,87267.65,12.0
12.906,87407.22,12.0
12.913,87568.59,12.0
12.922,87704.64,12.0
12.933,87853.18,12.0
12.941,88046.36,12.0
12.945,88211.78,12.0
12.949,88291.57,12.0
12.954,88364.17,12.0
12.959,88425.7,12.0
12.968,88502.34,12.0
12.976,88619.06,12.0
12.99,88754.93,12.0
12.994,88942.14,12.0
12.999,89122.32,12.0
13.003,89186.65,12.0
13.012,89261.18,12.0
13.021,89380.71,12.0
13.03,89514.49,12.0
13.038,89652.48,12.0
13.047,89808.92,12.0
13.054,89939.88,12.0
13.063,90081.73,12.0
13.07,90204.96,12.0
13.076,90350.68,12.0
13.085,90486.73,12.0
13.089,90635.79,12.0
13.093,90723.68,12.0
13.097,90773.08,12.0
13.103,90850.78,12.0
13.112,90917.4,12.0
13.118,91037.64,12.0
13.127,91189.15,12.0
13.134,91299.02,12.0
13.142,91474.28,12.0
13.147,91561.64,12.0
13.155,91686.26,12.0
13.164,91800.7,12.0
13.171,91936.4,12.0
13.179,92098.29,12.0
13.187,92247.18,12.0
13.194,92326.64,12.0
13.201,92451.44,12.0
13.213,92570.62,12.0
13.22,92688.57,12.0
13.228,92937.3,12.0
13.232,93042.77,12.0
13.236,93137.34,12.0
13.24,93215.21,12.0
13.248,93271.64,12.0
13.253,93344.23,12.0
13.259,93494.7,12.0
13.267,93555.35,12.0
13.273,93669.07,12.0
13.281,93845.92,12.0
13.289,93968.6,12.0
13.298,94071.96,12.0
13.308,94225.42,12.0
13.315,94359.54,12.0
13.319,94505.62,12.0
13.322,94614.78,12.0
13.332,94683.51,12.0
13.339,94800.93,12.0
13.349,94935.58,12.0
13.357,95054.06,12.0
13.364,95213.14,12.0
13.372,95335.84,12.0
13.382,95444.46,12.0
13.389,95609.0,12.0
13.398,95765.09,12.0
13.407,95895.0,12.0
13.417,96042.82,12.0
13.426,96253.59,12.0
13.435,96400.01,12.0
13.443,96521.48,12.0
13.45,96653.5,12.0
13.458,96803.08,12.0
13.471,96959.53,12.0
13.481,97136.89,12.0
13.487,97280.68,12.0
13.497,97444.15,12.0
13.507,97561.23,12.0
13.516,97767.07,12.0
13.525,97914.2,12.0
13.536,98049.72,12.0
13.54,98191.57,12.0
13.548,98371.93,12.0
13.556,98449.45,12.0
13.563,98605.54,12.0
13.57,98713.12,12.0
13.578,98854.45,12.0
13.586,98971.17,12.0
13.597,99086.31,12.0
13.606,99278.6,12.0
13.615,99428.73,12.0
13.622,99585.35,12.0
13.63,99723.86,12.0
13.64,99843.92,12.0
13.646,99990.53,12.0
13.65,100174.21,12.0
13.654,100235.03,12.0
13.658,100315.19,12.0
13.662,100373.9,12.0
13.671,100453.71,12.0
13.681,100513.82,12.0
13.687,100687.32,12.0
13.695,100856.78,12.0
13.704,101016.73,12.0
13.715,101100.93,12.0
13.722,101257.9,12.0
13.733,101425.42,12.0
13.743,101529.49,12.0
13.752,101730.76,12.0
13.758,101906.89,12.0
13.765,102061.05,12.0
13.773,102148.24,12.0
13.785,102297.3,12.0
13.789,102420.7,12.0
13.796,102620.03,12.0
13.805,102683.67,12.0
13.812,102821.48,12.0
13.82,102950.5,12.0
13.827,103099.57,12.0
13.835,103229.82,12.0
13.838,103373.08,12.0
13.846,103458.68,12.0
13.853,103506.5,12.0
13.86,103664.0,12.0
13.867,103763.67,12.0
13.876,103902.01,12.0
13.883,104049.67,12.0
13.887,104200.84,12.0
13.895,104281.7,12.0
13.901,104353.76,12.0
13.909,104493.51,12.0
13.919,104580.87,12.0
13.928,104741.89,12.0
13.932,104922.77,12.0
13.939,105048.45,12.0
13.947,105113.5,12.0
13.955,105245.68,12.0
13.962,105370.66,12.0
13.971,105506.18,12.0
13.977,105672.3,12.0
13.982,105787.26,12.0
13.988,105877.09,12.0
13.996,105953.2,12.0
14.004,106070.45,12.0
14.01,106202.46,12.0
14.014,106343.6,12.0
14.021,106440.46,12.0
14.027,106508.84,12.0
14.031,106647.01,12.0
14.037,106712.22,12.0
14.047,106779.02,12.0
14.053,106930.71,12.0
14.062,107068.18,12.0
14.068,107176.64,12.0
14.076,107329.92,12.0
14.083,107431.17,12.0
14.089,107552.1,12.0
14.098,107689.39,12.0
14.106,107817.01,12.0
14.114,107933.55,12.0
14.122,108092.28,12.0
14.131,108210.4,12.0
14.14,108377.22,12.0
14.149,108496.4,12.0
14.156,108659.53,12.0
14.162,108789.43,12.0
14.166,108947.46,12.0
14.17,109011.09,12.0
14.179,109078.24,12.0
14.187,109154.35,12.0
14.197,109318.18,12.0
14.206,109460.74,12.0
14.213,109631.25,12.0
14.222,109786.64,12.0
14.23,109898.43,12.0
14.238,110043.81,12.0
14.248,110176.87,12.0
14.256,110341.05,12.0
14.265,110545.14,12.0
14.275,110661.67,12.0
14.282,110810.56,12.0
14.29,110950.48,12.0
14.3,111080.39,12.0
14.308,111230.68,12.0
14.318,111396.09,12.0
14.329,111540.76,12.0
14.335,111694.75,12.0
14.343,111875.79,12.0
14.353,111996.56,12.0
14.361,112141.57,12.0
14.371,112285.54,12.0
14.381,112444.98,12.0
14.389,112598.78,12.0
14.397,112762.79,12.0
14.403,112896.21,12.0
14.411,113044.04,12.0
14.422,113172.71,12.0
14.43,113308.59,12.0
14.439,113453.26,12.0
14.449,113603.9,12.0
14.459,113789.7,12.0
14.466,113935.25,12.0
14.474,114091.17,12.0
14.482,114194.17,12.0
14.491,114345.0,12.0
14.5,114504.6,12.0
14.508,114659.29,12.0
14.515,114796.93,12.0
14.524,114923.32,12.0
14.53,115059.2,12.0
14.538,115220.74,12.0
14.542,115315.66,12.0
14.546,115424.64,12.0
14.556,115495.48,12.0
14.565,115554.72,12.0
14.574,115731.21,12.0
14.582,115898.9,12.0
14.59,116030.03,12.0
14.599,116190.17,12.0
14.606,116327.28,12.0
14.614,116457.89,12.0
14.623,116591.83,12.0
14.629,116718.21,12.0
14.633,116895.4,12.0
14.643,116967.82,12.0
14.651,117055.37,12.0
14.659,117194.76,12.0
14.668,117342.42,12.0
14.678,117481.1,12.0
14.682,117668.67,12.0
14.686,117800.5,12.0
14.69,117849.54,12.0
14.698,117928.82,12.0
14.709,117998.08,12.0
14.718,118173.51,12.0
14.729,118330.66,12.0
14.739,118520.85,12.0
14.745,118678.71,12.0
14.756,118834.45,12.0
14.766,118944.14,12.0
14.773,119153.32,12.0
14.776,119301.32,12.0
14.781,119396.42,12.0
14.785,119452.14,12.0
14.791,119529.84,12.0
14.798,119602.79,12.0
14.807,119721.44,12.0
14.816,119855.74,12.0
14.826,119987.4,12.0
14.834,120217.67,12.0
14.842,120312.59,12.0
14.851,120450.06,12.0
14.857,120593.67,12.0
14.868,120727.43,12.0
14.878,120882.12,12.0
14.886,121033.29,12.0
14.894,121191.85,12.0
14.901,121338.63,12.0
14.908,121461.5,12.0
14.916,121623.92,12.0
14.92,121738.0,12.0
14.924,121826.42,12.0
14.928,121887.95,12.0
14.936,121968.45,12.0
14.941,122031.03,12.0
14.949,122172.18,12.0
14.958,122273.6,12.0
14.965,122406.67,12.0
14.976,122573.67,12.0
14.985,122696.54,12.0
14.99,122887.61,12.0
15.003,123018.57,12.0
15.01,123166.75,12.0
15.014,123343.59,12.0
15.018,123424.28,12.0
15.022,123500.39,12.0
15.029,123560.32,12.0
15.036,123636.09,12.0
15.045,123750.35,12.0
15.053,123912.25,12.0
15.059,124034.76,12.0
15.067,124206.67,12.0
15.075,124303.53,12.0
15.082,124413.39,12.0
15.09,124535.92,12.0
15.097,124676.36,12.0
15.105,124780.25,12.0
15.113,124944.96,12.0
15.117,125073.63,12.0
15.122,125184.37,12.0
15.132,125250.11,12.0
15.139,125359.8,12.0
15.146,125529.6,12.0
15.149,125654.59,12.0
15.153,125738.78,12.0
15.157,125787.3,12.0
15.162,125868.16,12.0
15.165,125928.28,12.0
15.174,126007.2,12.0
15.183,126096.15,12.0
15.193,126255.23,12.0
15.199,126378.98,12.0
15.208,126549.84,12.0
15.215,126696.44,12.0
15.223,126787.32,12.0
15.233,126928.47,12.0
15.24,127073.67,12.0
15.251,127224.31,12.0
15.258,127369.51,12.0
15.267,127525.07,12.0
15.277,127640.21,12.0
15.281,127799.82,12.0
15.289,127963.29,12.0
15.292,128041.52,12.0
15.297,128171.42,12.0
15.301,128228.37,12.0
15.305,128303.96,12.0
15.312,128366.18,12.0
15.32,128446.52,12.0
15.327,128576.25,12.0
15.335,128699.12,12.0
15.342,128846.42,12.0
15.35,129004.98,12.0
15.354,129119.76,12.0
15.363,129204.67,12.0
15.372,129308.2,12.0
15.38,129443.2,12.0
15.389,129613.0,12.0
15.395,129766.81,12.0
15.399,129900.58,12.0
15.407,129970.89,12.0
15.413,130046.65,12.0
15.422,130195.19,12.0
15.43,130289.23,12.0
15.439,130434.6,12.0
15.444,130569.07,12.0
15.448,130740.29,12.0
15.456,130804.45,12.0
15.466,130879.51,12.0
15.476,131037.18,12.0
15.483,131187.65,12.0
15.49,131378.73,12.0
15.493,131512.67,12.0
15.497,131578.93,12.0
15.503,131642.93,12.0
15.512,131716.23,12.0
15.519,131821.17,12.0
15.528,131979.71,12.0
15.534,132098.9,12.0
15.542,132254.82,12.0
15.552,132371.01,12.0
15.562,132511.46,12.0
15.571,132664.21,12.0
15.58,132854.93,12.0
15.586,133023.34,12.0
15.593,133160.28,12.0
15.602,133247.46,12.0
15.609,133363.29,12.0
15.616,133512.89,12.0
15.625,133641.9,12.0
15.631,133789.92,12.0
15.636,133943.56,12.0
15.645,134012.81,12.0
15.654,134129.35,12.0
15.662,134254.15,12.0
15.671,134398.65,12.0
15.677,134571.62,12.0
15.681,134695.01,12.0
15.688,134777.1,12.0
15.695,134844.78,12.0
15.703,134962.37,12.0
15.712,135119.18,12.0
15.718,135240.81,12.0
15.726,135413.78,12.0
15.733,135505.54,12.0
15.74,135612.42,12.0
15.748,135751.64,12.0
15.756,135876.62,12.0
15.763,135994.04,12.0
15.771,136146.79,12.0
15.775,136277.75,12.0
15.782,136380.4,12.0
15.79,136445.96,12.0
15.796,136577.46,12.0
15.804,136713.68,12.0
15.814,136837.62,12.0
15.82,136985.45,12.0
15.824,137136.79,12.0
15.831,137209.75,12.0
15.839,137289.03,12.0
15.845,137419.28,12.0
15.854,137535.29,12.0
15.861,137650.43,12.0
15.869,137841.15,12.0
15.875,137983.53,12.0
15.884,138065.28,12.0
15.89,138161.59,12.0
15.895,138338.6,12.0
15.905,138401.18,12.0
15.914,138542.51,12.0
15.918,138697.03,12.0
15.927,138812.17,12.0
15.936,138890.21,12.0
15.944,139051.4,12.0
15.952,139208.03,12.0
15.959,139320.7,12.0
15.968,139482.59,12.0
15.977,139602.65,12.0
15.986,139751.18,12.0
15.996,139890.23,12.0
16.006,140035.95,12.0
16.012,140241.09,12.0
16.019,140374.68,12.0
16.028,140486.12,12.0
16.035,140614.28,12.0
16.043,140759.46,12.0
16.053,140868.28,12.0
16.058,141060.93,12.0
16.067,141198.92,12.0
16.075,141291.39,12.0
16.087,141427.79,12.0
16.095,141577.56,12.0
16.103,141794.46,12.0
16.107,141912.78,12.0
16.111,142024.56,12.0
16.121,142092.59,12.0
16.129,142209.84,12.0
16.138,142349.06,12.0
16.145,142473.51,12.0
16.153,142642.62,12.0
16.162,142757.21,12.0
16.17,142888.53,12.0
16.181,143066.25,12.0
16.19,143177.34,12.0
16.197,143371.57,12.0
16.201,143543.84,12.0
16.211,143622.42,12.0
16.22,143694.31,12.0
16.231,143871.5,12.0
16.238,144018.62,12.0
16.243,144206.71,12.0
16.253,144326.25,12.0
16.261,144429.07,12.0
16.271,144599.06,12.0
16.275,144736.87,12.0
16.284,144877.32,12.0
16.291,144999.14,12.0
16.295,145108.29,12.0
16.299,145221.5,12.0
16.306,145293.21,12.0
16.314,145363.18,12.0
16.322,145488.51,12.0
16.33,145620.17,12.0
16.34,145772.4,12.0
16.35,145935.53,12.0
16.357,146097.95,12.0
16.366,146231.37,12.0
16.375,146375.68,12.0
16.382,146493.81,12.0
16.39,146670.29,12.0
16.4,146776.46,12.0
16.406,146919.54,12.0
16.415,147088.82,12.0
16.423,147205.54,11.9
16.43,147356.89,11.8
16.44,147519.5,11.7
16.45,147617.57,11.6
16.458,147774.71,11.500000000000002
16.47,147946.81,11.400000000000002
16.482,148073.2,11.300000000000002
16.491,148315.95,11.200000000000005
16.498,148461.15,11.100000000000003
16.507,148629.54,11.000000000000004
16.518,148748.73,10.900000000000004
16.529,148874.4,10.800000000000004
16.537,149096.42,10.700000000000005
16.548,149245.48,10.600000000000003
16.556,149392.79,10.500000000000004
16.565,149543.96,10.400000000000006
16.57,149678.6,10.300000000000006
16.579,149824.34,10.200000000000006
16.588,149930.15,10.100000000000009
16.595,150076.4,10.000000000000009
16.604,150220.37,9.900000000000007
16.613,150329.0,9.800000000000008
16.623,150450.12,9.700000000000008
16.633,150625.71,9.600000000000009
16.642,150771.26,9.500000000000009
16.648,150899.23,9.40000000000001
16.657,151048.12,9.30000000000001
16.664,151154.65,9.20000000000001
16.668,151253.96,9.10000000000001
16.672,151362.25,9.00000000000001
16.68,151426.75,8.900000000000011
16.689,151478.43,8.800000000000011
16.7,151621.87,8.700000000000012
16.711,151747.37,8.600000000000012
16.719,151950.23,8.500000000000012
16.726,152070.12,8.400000000000013
16.735,152187.53,8.300000000000013
16.747,152291.42,8.200000000000014
16.755,152414.12,8.100000000000014
16.758,152578.82,8.000000000000014
16.762,152686.57,7.900000000000015
16.766,152729.82,7.800000000000015
16.77,152788.71,7.700000000000015
16.78,152849.35,7.600000000000016
16.789,152938.29,7.500000000000016
16.796,153064.34,7.400000000000016
16.805,153160.48,7.300000000000017
16.814,153261.9,7.200000000000017
16.821,153394.81,7.100000000000017
16.828,153498.34,7.000000000000018
16.835,153595.54,6.900000000000018
16.841,153684.5,6.8000000000000185
16.848,153783.98,6.700000000000019
16.852,153884.7,6.600000000000019
16.856,153946.4,6.50000000000002
16.86,153986.65,6.40000000000002
16.865,154048.0,6.30000000000002
16.871,154093.35,6.200000000000021
16.88,154146.09,6.100000000000021
16.888,154226.59,6.000000000000021
16.895,154348.76,5.900000000000022
16.902,154435.07,5.800000000000022
16.906,154533.34,5.700000000000022
16.916,154601.89,5.600000000000023
16.924,154665.17,5.500000000000023
16.934,154767.12,5.400000000000024
16.941,154867.15,5.300000000000024
16.947,154961.01,5.200000000000024
16.951,155061.73,5.1000000000000245
16.955,155102.87,5.000000000000025
16.959,155144.7,4.900000000000025
16.963,155193.75,4.800000000000026
16.975,155239.28,4.700000000000026
16.981,155299.21,4.600000000000026
16.987,155405.39,4.500000000000027
16.993,155458.29,4.400000000000027
17.002,155521.93,4.300000000000027
17.012,155614.21,4.200000000000028
17.019,155685.93,4.100000000000028
17.027,155767.84,4.000000000000028
17.033,155847.65,3.900000000000028
17.041,155933.26,3.800000000000028
17.045,155986.7,3.700000000000028
17.049,156039.07,3.600000000000028
17.053,156074.76,3.500000000000028
17.061,156113.09,3.400000000000028
17.068,156142.79,3.300000000000028
17.075,156212.57,3.200000000000028
17.083,156274.81,3.100000000000028
17.092,156343.18,3.0000000000000275
17.101,156416.12,2.9000000000000274
17.108,156477.82,2.800000000000028
17.116,156541.64,2.7000000000000277
17.125,156590.15,2.600000000000027
17.131,156653.96,2.500000000000027
17.135,156730.25,2.400000000000027
17.145,156756.96,2.300000000000027
17.154,156797.75,2.200000000000027
17.162,156855.93,2.1000000000000267
17.169,156920.79,2.000000000000026
17.176,156963.87,1.9000000000000263
17.18,157025.92,1.8000000000000265
17.187,157051.23,1.7000000000000264
17.195,157074.6,1.6000000000000263
17.203,157121.71,1.5000000000000262
17.21,157166.89,1.400000000000026
17.219,157208.9,1.300000000000026
17.225,157245.29,1.200000000000026
17.229,157300.31,1.1000000000000258
17.236,157321.06,1.0000000000000258
17.246,157341.43,0.9000000000000258
17.251,157373.6,0.8000000000000258
17.258,157421.42,0.7000000000000258
17.266,157451.12,0.6000000000000258
17.275,157486.28,0.5000000000000259
17.283,157523.56,0.4000000000000259
17.293,157547.98,0.3000000000000259
17.303,157586.48,0.2000000000000259
17.312,157619.87,0.1000000000000259
17.319,157664.7,2.5895952049381776e-14
17.323,157694.93,0.0
17.329,157710.4,0.0
17.337,157722.89,0.0
17.346,157743.1,0.0
17.355,157767.18,0.0
