time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
1.904,0.0,0,0.0,0,0,0,0
1.911,0.0,0,0.0,0,0,4.637074182537731,0
1.915,0.0,0,0.0,0,0,4.679860852995262,0
1.919,1.05,0,0.0,0,0,4.704338214238419,114
1.924,2.63,0,0.0,0,69,4.72896447522362,112
1.932,5.27,0,0.0,0,114,4.7598336614028085,120
1.942,9.84,0,0.0,0,155,4.809331792125818,104
1.951,19.51,0,0.0,0,215,4.877768270238903,98
1.967,36.91,0,0.0,0,297,4.959321872209443,90
1.977,63.1,0,0.0,0,380,5.028875592438567,82
1.986,98.26,0,0.0,0,451,5.098919753123596,76
1.995,118.3,0,0.0,0,491,5.162895868534179,73
2.003,150.11,0,0.0,0,543,5.214511150116323,68
2.009,177.71,0,0.0,0,580,5.266216025267568,66
2.018,207.07,0,0.0,0,617,5.311832944983053,69
2.035,233.26,0,0.0,0,650,5.410873342771083,60
2.045,296.71,0,0.0,0,714,5.476784062289084,54
2.053,341.01,0,0.0,0,750,5.537124157831499,53
2.058,378.8,0,0.0,0,781,5.596582325943132,50
2.062,419.58,0,0.0,0,811,5.623486072548189,48
2.072,441.38,0,0.0,0,825,5.656977113713879,48
2.082,466.17,0,0.0,0,842,5.724502736485306,51
2.088,517.3199999999999,0,0.0,0,875,5.785504144059928,44
2.097,565.66,0,0.0,0,904,5.833291370952793,44
2.103,606.79,0,0.0,0,924,5.888181779053525,44
2.107,649.86,0,0.0,0,948,5.9291910921512,40
2.115,680.97,0,0.0,0,963,5.956950937197803,40
2.121,706.46,0,0.0,0,976,6.01225339713028,43
2.129,756.38,0,0.0,0,997,6.053967199899944,37
2.139,797.51,0,0.0,0,1015,6.109752142958769,37
2.149,842.87,0,0.0,0,1033,6.200894600248034,36
2.158,923.37,0,0.0,0,1067,6.257327265371828,34
2.168,977.3399999999999,0,0.0,0,1086,6.321205611989285,33
2.177,1036.58,0,0.0,0,1107,6.392524700851936,33
2.188,1103.2,0,0.0,0,1132,6.464307302849193,32
2.197,1171.75,0,0.0,0,1154,6.543573400617902,31
2.201,1252.96,0,0.0,0,1177,6.594300488550402,31
2.208,1292.16,0,0.0,0,1191,6.623352029964849,31
2.216,1325.56,0,0.0,0,1202,6.681721627519892,30
2.223,1379.7,0,0.0,0,1217,6.733179845432915,30
2.232,1436.48,0,0.0,0,1235,6.784586028144986,30
2.244,1490.44,0,0.0,0,1247,6.851015105285228,30
2.255,1580.09,0,0.0,0,1274,6.940156951091126,29
2.265,1670.97,0,0.0,0,1299,7.0299357789991745,28
2.275,1737.07,0,0.0,0,1312,7.097582961960256,29
2.287,1812.83,0,0.0,0,1333,7.195832845041082,29
2.297,1935.7,0,0.0,0,1366,7.271945476808924,28
2.304,2004.08,0,0.0,0,1381,7.340660395364466,29
2.314,2077.0299999999997,0,0.0,0,1394,7.402084368059263,29
2.325,2155.95,0,0.0,0,1420,7.486901380311906,29
2.333,2239.1,0,0.0,0,1438,7.564500721332024,28
2.337,2319.6,0,0.0,0,1459,7.611767337716742,29
2.341,2375.5,0,0.0,0,1470,7.642876719867786,29
2.353,2408.73,0,0.0,0,1477,7.682181617915489,28
2.364,2456.71,0,0.0,0,1490,7.776470704477106,30
2.373,2570.27,0,0.0,0,1512,7.863479605950488,28
2.386,2659.21,0,0.0,0,1534,7.950963055677789,29
2.395,2803.35,0,0.0,0,1564,8.038819561545097,28
2.403,2880.0,0,0.0,0,1582,8.119395891830663,28
2.411,2961.91,0,0.0,0,1598,8.183877336730916,28
2.421,3042.24,0,0.0,0,1619,8.248809428465506,29
2.431,3133.3,0,0.0,0,1632,8.338406785384109,29
2.435,3229.8,0,0.0,0,1658,8.395649336366773,29
2.441,3298.0,0,0.0,0,1666,8.428337367093263,29
2.448,3340.89,0,0.0,0,1672,8.486011005848127,30
2.458,3412.61,0,0.0,0,1689,8.55213044684615,29
2.465,3490.13,0,0.0,0,1706,8.626603402728506,29
2.474,3585.41,0,0.0,0,1727,8.684846957959167,30
2.487,3660.64,0,0.0,0,1744,8.785228334804856,29
2.495,3779.64,0,0.0,0,1770,8.869184188025542,29
2.503,3894.25,0,0.0,0,1790,8.945145115562354,29
2.513,3984.78,0,0.0,0,1806,9.021446148295695,30
2.525,4082.51,0,0.0,0,1821,9.115159080241142,30
2.536,4245.64,0,0.0,0,1852,9.20091659145146,28
2.542,4321.93,0,0.0,0,1875,9.295460111945886,30
