time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
1.909,0.0,0,0.0,0,0,0,0
1.919,0.0,0,0.0,0,0,12,0
1.93,0.0,0,0.0,0,0,0.0,0
1.938,5.44,0,0.0,0,200,0.0,287
1.949,16.17,0,0.0,0,153,0.0,20
1.957,29.53,0,0.0,0,155,0.0,16
1.967,36.91,0,0.0,0,136,0.0,17
1.977,43.59,0,0.0,0,159,0.0,15
1.984,53.43,0,0.0,0,125,0.0,16
1.995,60.82,0,0.0,0,114,0.0,14
2.004,64.86,0,0.0,0,106,0.0,13
2.011,70.48,0,0.0,0,98,0.0,10
2.023,75.76,0,0.0,0,90,0.0,12
2.029,80.68,0,0.0,0,87,0.0,9
2.033,85.6,0,0.0,0,79,0.0,8
2.037,88.06,0,0.0,0,70,0.0,8
2.041,89.47,0,0.0,0,69,0.0,8
2.046,91.4,0,0.0,0,69,0.0,7
2.049,92.81,0,0.0,0,64,0.0,8
2.058,94.57,0,0.0,0,60,0.0,7
2.064,95.8,0,0.0,0,60,0.0,7
2.072,98.78,0,0.0,0,53,0.0,6
2.082,100.72,0,0.0,0,51,0.0,6
2.091,103.18,0,0.0,0,45,0.0,5
2.101,105.99,0,0.0,0,40,0.0,5
2.109,107.75,0,0.0,0,37,0.0,4
2.116,109.68,0,0.0,0,33,0.0,4
2.129,111.09,0,0.0,0,31,0.0,4
2.14,112.5,0,0.0,0,28,0.0,3
2.144,114.78,0,0.0,0,23,0.0,2
2.153,115.48,0,0.0,0,20,0.0,2
2.162,116.01,0,0.0,0,20,0.0,2
2.169,117.07,0,0.0,0,16,0.0,2
2.179,117.77,0,0.0,0,14,0.0,2
2.186,118.3,0,0.0,0,14,0.0,1
2.197,118.82,0,0.0,0,12,0.0,1
2.204,119.35,0,0.0,0,9,0.0,1
2.211,119.7,0,0.0,0,8,0.0,1
2.219,119.88,0,0.0,0,6,0.0,1
2.226,120.05,0,0.0,0,6,0.0,0
2.234,120.23,0,0.0,0,5,0.0,0
2.238,120.23,0,0.0,0,4,0.0,0
2.242,120.23,0,0.0,0,3,0.0,0
2.248,120.23,0,0.0,0,3,0.0,0
2.256,120.23,0,0.0,0,2,0.0,0
2.265,120.23,0,0.0,0,2,0.0,0
2.281,120.23,0,0.0,0,2,0.0,0
2.292,120.23,0,0.0,0,1,0.0,0
2.302,120.23,0,0.0,0,1,0.0,0
2.308,120.23,0,0.0,0,1,0.0,0
2.314,120.23,0,0.0,0,1,0.0,0
2.321,120.23,0,0.0,0,1,0.0,0
2.328,120.23,0,0.0,0,1,0.0,0
2.338,120.23,0,0.0,0,0,0.0,0
2.347,120.23,0,0.0,0,0,0.0,0
2.355,120.23,0,0.0,0,0,0.0,0
2.362,120.23,0,0.0,0,0,0.0,0
2.369,120.23,0,0.0,0,0,0.0,0
2.373,120.23,0,0.0,0,0,0.0,0
2.377,120.23,0,0.0,0,0,0.0,0
2.384,120.23,0,0.0,0,0,0.0,0
2.391,120.23,0,0.0,0,0,0.0,0
2.402,120.23,0,0.0,0,0,0.0,0
2.411,120.23,0,0.0,0,0,0.0,0
2.418,120.23,0,0.0,0,0,0.0,0
2.422,120.23,0,0.0,0,0,0.0,0
2.426,120.23,0,0.0,0,0,0.0,0
2.439,120.23,0,0.0,0,0,0.0,0
2.448,120.23,0,0.0,0,0,0.0,0
2.457,120.23,0,0.0,0,0,0.0,0
2.463,120.23,0,0.0,0,0,0.0,0
2.467,120.23,0,0.0,0,0,0.0,0
2.472,120.23,0,0.0,0,0,0.0,0
2.479,120.23,0,0.0,0,0,0.0,0
2.486,120.23,0,0.0,0,0,0.0,0
2.493,120.23,0,0.0,0,0,0.0,0
2.502,120.23,0,0.0,0,0,0.0,0
2.509,120.23,0,0.0,0,0,0.0,0
2.516,120.23,0,0.0,0,0,0.0,0
2.521,120.23,0,0.0,0,0,0.0,0
2.527,120.23,0,0.0,0,0,0.0,0
2.534,120.23,0,0.0,0,0,0.0,0
2.546,120.23,0,0.0,0,0,0.0,0
2.555,120.23,0,0.0,0,0,0.0,0
2.562,120.23,0,0.0,0,0,0.0,0
2.566,120.23,0,0.0,0,0,0.0,0
2.57,120.23,0,0.0,0,0,0.0,0
2.574,120.23,0,0.0,0,0,0.0,0
2.58,120.23,0,0.0,0,0,0.0,0
2.588,120.23,0,0.0,0,0,0.0,0
2.597,120.23,0,0.0,0,0,0.0,0
2.606,120.23,0,0.0,0,0,0.0,0
2.611,120.23,0,0.0,0,0,0.0,0
2.617,120.23,0,0.0,0,0,0.0,0
2.625,120.23,0,0.0,0,0,0.0,0
2.633,120.23,0,0.0,0,0,0.0,0
2.642,120.23,0,0.0,0,0,0.0,0
2.649,120.23,0,0.0,0,0,0.0,0
2.656,120.23,0,0.0,0,0,0.0,0
2.66,120.23,0,0.0,0,0,0.0,0
2.664,120.23,0,0.0,0,0,0.0,0
2.668,120.23,0,0.0,0,0,0.0,0
2.672,120.23,0,0.0,0,0,0.0,0
2.681,120.23,0,0.0,0,0,0.0,0
2.69,120.23,0,0.0,0,0,0.0,0
2.697,120.23,0,0.0,0,0,0.0,0
2.706,120.23,0,0.0,0,0,0.0,0
2.716,120.23,0,0.0,0,0,0.0,0
2.724,120.23,0,0.0,0,0,0.0,0
2.731,120.23,0,0.0,0,0,0.0,0
2.74,120.23,0,0.0,0,0,0.0,0
2.746,120.23,0,0.0,0,0,0.0,0
2.75,120.23,0,0.0,0,0,0.0,0
2.758,120.23,0,0.0,0,0,0.0,0
2.767,120.23,0,0.0,0,0,0.0,0
2.777,120.23,0,0.0,0,0,0.0,0
2.783,120.23,0,0.0,0,0,0.0,0
2.791,120.23,0,0.0,0,0,0.0,0
2.795,120.23,0,0.0,0,0,0.0,0
2.799,120.23,0,0.0,0,0,0.0,0
2.807,120.23,0,0.0,0,0,0.0,0
2.815,120.23,0,0.0,0,0,0.0,0
2.824,120.23,0,0.0,0,0,0.0,0
2.834,120.23,0,0.0,0,0,0.0,0
2.84,120.23,0,0.0,0,0,0.0,0
2.844,120.23,0,0.0,0,0,0.0,0
2.848,120.23,0,0.0,0,0,0.0,0
2.855,120.23,0,0.0,0,0,0.0,0
2.863,120.23,0,0.0,0,0,0.0,0
2.87,120.23,0,0.0,0,0,0.0,0
2.883,120.23,0,0.0,0,0,0.0,0
2.893,120.23,0,0.0,0,0,0.0,0
2.9,120.23,0,0.0,0,0,0.0,0
2.908,120.23,0,0.0,0,0,0.0,0
2.917,120.23,0,0.0,0,0,0.0,0
2.929,120.23,0,0.0,0,0,0.0,0
2.94,120.23,0,0.0,0,0,0.0,0
2.954,120.23,0,0.0,0,0,0.0,0
2.961,120.23,0,0.0,0,0,0.0,0
2.969,120.23,0,0.0,0,0,0.0,0
2.978,120.23,0,0.0,0,0,0.0,0
2.988,120.23,0,0.0,0,0,0.0,0
2.997,120.23,0,0.0,0,0,0.0,0
3.005,120.23,0,0.0,0,0,0.0,0
3.014,120.23,0,0.0,0,0,0.0,0
3.021,120.23,0,0.0,0,0,0.0,0
3.031,120.23,0,0.0,0,0,0.0,0
3.04,120.23,0,0.0,0,0,0.0,0
3.047,120.23,0,0.0,0,0,0.0,0
3.054,120.23,0,0.0,0,0,0.0,0
3.063,120.23,0,0.0,0,0,0.0,0
3.07,120.23,0,0.0,0,0,0.0,0
3.078,120.23,0,0.0,0,0,0.0,0
3.082,120.23,0,0.0,0,0,0.0,0
3.093,120.23,0,0.0,0,0,0.0,0
3.099,120.23,0,0.0,0,0,0.0,0
3.109,120.23,0,0.0,0,0,0.0,0
3.115,120.23,0,0.0,0,0,0.0,0
3.122,120.23,0,0.0,0,0,0.0,0
3.127,120.23,0,0.0,0,0,0.0,0
3.133,120.23,0,0.0,0,0,0.0,0
3.142,120.23,0,0.0,0,0,0.0,0
3.148,120.23,0,0.0,0,0,0.0,0
3.162,120.23,0,0.0,0,0,0.0,0
3.168,120.23,0,0.0,0,0,0.0,0
3.171,120.23,0,0.0,0,0,0.0,0
3.176,120.23,0,0.0,0,0,0.0,0
3.188,120.23,0,0.0,0,0,0.0,0
3.2,120.23,0,0.0,0,0,0.0,0
3.209,120.23,0,0.0,0,0,0.0,0
3.216,120.23,0,0.0,0,0,0.0,0
3.221,120.23,0,0.0,0,0,0.0,0
3.229,120.23,0,0.0,0,0,0.0,0
3.235,120.23,0,0.0,0,0,0.0,0
3.242,120.23,0,0.0,0,0,0.0,0
3.252,120.23,0,0.0,0,0,0.0,0
3.261,120.23,0,0.0,0,0,0.0,0
3.27,120.23,0,0.0,0,0,0.0,0
3.278,120.23,0,0.0,0,0,0.0,0
3.284,120.23,0,0.0,0,0,0.0,0
3.291,120.23,0,0.0,0,0,0.0,0
3.3,120.23,0,0.0,0,0,0.0,0
3.307,120.23,0,0.0,0,0,0.0,0
3.315,120.23,0,0.0,0,0,0.0,0
3.319,120.23,0,0.0,0,0,0.0,0
3.326,120.23,0,0.0,0,0,0.0,0
3.335,120.23,0,0.0,0,0,0.0,0
3.343,120.23,0,0.0,0,0,0.0,0
3.352,120.23,0,0.0,0,0,0.0,0
3.36,120.23,0,0.0,0,0,0.0,0
3.364,120.23,0,0.0,0,0,0.0,0
3.373,120.23,0,0.0,0,0,0.0,0
3.384,120.23,0,0.0,0,0,0.0,0
3.391,120.23,0,0.0,0,0,0.0,0
3.402,120.23,0,0.0,0,0,0.0,0
3.409,120.23,0,0.0,0,0,0.0,0
3.413,120.23,0,0.0,0,0,0.0,0
3.421,120.23,0,0.0,0,0,0.0,0
3.427,120.23,0,0.0,0,0,0.0,0
3.435,120.23,0,0.0,0,0,0.0,0
3.446,120.23,0,0.0,0,0,0.0,0
3.455,120.23,0,0.0,0,0,0.0,0
3.465,120.23,0,0.0,0,0,0.0,0
3.472,120.23,0,0.0,0,0,0.0,0
3.481,120.23,0,0.0,0,0,0.0,0
3.487,120.23,0,0.0,0,0,0.0,0
3.495,120.23,0,0.0,0,0,0.0,0
3.499,120.23,0,0.0,0,0,0.0,0
3.503,120.23,0,0.0,0,0,0.0,0
3.507,120.23,0,0.0,0,0,0.0,0
3.512,120.23,0,0.0,0,0,0.0,0
3.521,120.23,0,0.0,0,0,0.0,0
3.53,120.23,0,0.0,0,0,0.0,0
3.542,120.23,0,0.0,0,0,0.0,0
3.548,120.23,0,0.0,0,0,0.0,0
3.553,120.23,0,0.0,0,0,0.0,0
3.557,120.23,0,0.0,0,0,0.0,0
3.566,120.23,0,0.0,0,0,0.0,0
3.571,120.23,0,0.0,0,0,0.0,0
3.579,120.23,0,0.0,0,0,0.0,0
3.586,120.23,0,0.0,0,0,0.0,0
3.594,120.23,0,0.0,0,0,0.0,0
3.597,120.23,0,0.0,0,0,0.0,0
3.602,120.23,0,0.0,0,0,0.0,0
3.606,120.23,0,0.0,0,0,0.0,0
3.612,120.23,0,0.0,0,0,0.0,0
3.622,120.23,0,0.0,0,0,0.0,0
3.629,120.23,0,0.0,0,0,0.0,0
3.636,120.23,0,0.0,0,0,0.0,0
3.642,120.23,0,0.0,0,0,0.0,0
3.648,120.23,0,0.0,0,0,0.0,0
3.651,120.23,0,0.0,0,0,0.0,0
3.656,120.23,0,0.0,0,0,0.0,0
3.667,120.23,0,0.0,0,0,0.0,0
